order_id;customer_id;order_date;total_amount_idr;shipping_city;shipping_province;shipping_cost_idr;payment_method;order_status;promo_code;discount_amount_idr;courier
ORD001571;CUST0074;26/03/2024;260052;Medan;Sumatera Utara;33279;Transfer Bank;delivered;HARI BELANJA;38948;JNE
ORD001572;CUST0509;03/10/2023;1206378;Manado;Sulawesi Utara;43892;Transfer Bank;cancelled;FLASHSALE;27622;J&T
ORD001573;CUST0726;29/01/2025;192178;Makassar;Sulawesi Selatan;39219;GoPay;cancelled;HARI BELANJA;36822;J&T
ORD001574;CUST0405;30/04/2022;1027000;Denpasar;Bali;27158;GoPay;delivered;;;SiCepat
ORD001575;CUST0528;19/04/2023;1098000;Bandung;Jawa Barat;12986;QRIS;processing;;;SiCepat
ORD001576;CUST0292;15/11/2022;230100;Tangerang;Banten;12136;Transfer Bank;processing;HARI BELANJA;18900;SiCepat
ORD001577;CUST0001;29/01/2024;497000;Palembang;Sumatera Selatan;32385;OVO;delivered;;;J&T
ORD001578;CUST0454;07/01/2023;627000;Makassar;Sulawesi Selatan;33662;Transfer Bank;delivered;;;JNE
ORD001579;CUST0356;16/06/2023;152534;Semarang;Jawa Tengah;16824;GoPay;delivered;WEEKEND25;26466;J&T
ORD001580;CUST0744;31/10/2024;537000;Jakarta;DKI Jakarta;9399;Transfer Bank;delivered;;;J&T
ORD001581;CUST0547;11/03/2022;510068;Semarang;Jawa Tengah;12774;Transfer Bank;delivered;HARBOLNAS22;46932;JNE
ORD001582;CUST0336;01/05/2024;1217000;Malang;Jawa Timur;17162;Transfer Bank;delivered;;;SiCepat
ORD001583;CUST0036;17/09/2023;179000;Denpasar;Bali;26430;GoPay;processing;;;JNE
ORD001584;CUST0772;21/10/2024;209599;Balikpapan;Kalimantan Timur;39902;Transfer Bank;delivered;NEWUSER;19401;J&T
ORD001585;CUST0112;12/01/2023;399000;Pontianak;Kalimantan Barat;38818;GoPay;delivered;;;SiCepat
ORD001586;CUST0597;25/04/2024;657000;Bogor;Jawa Barat;12459;Kartu Kredit;delivered;;;JNE
ORD001587;CUST0640;02/10/2024;158000;Denpasar;Bali;23739;Kartu Kredit;delivered;;;J&T
ORD001588;CUST0397;17/12/2024;588000;Balikpapan;Kalimantan Timur;35245;Kartu Kredit;processing;;;Anteraja
ORD001589;CUST0482;15/09/2024;129000;Bandung;Jawa Barat;11592;Transfer Bank;delivered;;;JNE
ORD001590;CUST0701;01/12/2024;798000;Pontianak;Kalimantan Barat;40322;GoPay;delivered;;;Anteraja
ORD001591;CUST0565;08/04/2023;129000;Medan;Sumatera Utara;26272;Kartu Kredit;delivered;;;JNE
ORD001592;CUST0074;26/12/2024;329000;Balikpapan;Kalimantan Timur;39054;OVO;processing;;;Anteraja
ORD001593;CUST0455;09/08/2023;897000;Pekanbaru;Riau;30249;OVO;cancelled;;;JNE
ORD001594;CUST0659;16/10/2023;329000;Palembang;Sumatera Selatan;24866;GoPay;delivered;;;Anteraja
ORD001595;CUST0489;04/02/2025;325823;Depok;Jawa Barat;11532;GoPay;delivered;SALE2024;31177;SiCepat
ORD001596;CUST0143;27/11/2024;56784;Manado;Sulawesi Utara;32795;OVO;processing;WEEKEND25;41216;J&T
ORD001597;CUST0256;28/09/2024;1435000;Surabaya;Jawa Timur;14619;GoPay;delivered;;;J&T
ORD001598;CUST0558;07/12/2023;426000;Manado;Sulawesi Utara;35659;Transfer Bank;delivered;;;JNE
ORD001599;CUST0307;13/06/2024;599000;Pontianak;Kalimantan Barat;31949;Kartu Kredit;processing;;;J&T
ORD001600;CUST0463;11/02/2022;329000;Bekasi;Jawa Barat;12854;Kartu Kredit;cancelled;;;SiCepat
ORD001601;CUST0208;22/05/2024;548000;Manado;Sulawesi Utara;34381;GoPay;delivered;;;SiCepat
ORD001602;CUST0387;31/08/2024;915000;Depok;Jawa Barat;12943;GoPay;processing;;;Pos Indonesia
ORD001603;CUST0776;06/12/2023;511391;Bekasi;Jawa Barat;9786;OVO;cancelled;SALE2024;24609;Anteraja
ORD001604;CUST0143;01/12/2024;627141;Depok;Jawa Barat;10519;GoPay;shipped;SALE2024;30859;JNE
ORD001605;CUST0552;03/04/2024;229000;Padang;Sumatera Barat;24058;Transfer Bank;delivered;;;J&T
ORD001606;CUST0196;28/05/2023;1196000;Semarang;Jawa Tengah;14526;QRIS;delivered;;;SiCepat
ORD001607;CUST0143;25/03/2022;299467;Medan;Sumatera Utara;31007;Transfer Bank;delivered;NEWUSER;29533;Anteraja
ORD001608;CUST0449;22/11/2023;399000;Manado;Sulawesi Utara;40818;Transfer Bank;delivered;;;JNE
ORD001609;CUST0667;15/07/2024;617000;Semarang;Jawa Tengah;15218;Transfer Bank;delivered;;;JNE
ORD001610;CUST0527;07/04/2024;10616;Malang;Jawa Timur;17319;GoPay;delivered;RAMADAN23;38384;SiCepat
ORD001611;CUST0246;23/11/2023;353649;Depok;Jawa Barat;9283;Transfer Bank;delivered;SALE2024;44351;SiCepat
ORD001612;CUST0281;10/06/2023;431482;Pontianak;Kalimantan Barat;40290;Transfer Bank;shipped;HARBOLNAS22;43518;J&T
ORD001613;CUST0320;02/02/2024;981191;Bekasi;Jawa Barat;12396;OVO;shipped;HARBOLNAS22;16809;SiCepat
ORD001614;CUST0453;11/11/2023;420710;Malang;Jawa Timur;20793;OVO;delivered;HARBOLNAS22;37290;SiCepat
ORD001615;CUST0399;18/09/2024;1535000;Banjarmasin;Kalimantan Selatan;35710;Kartu Kredit;delivered;;;SiCepat
ORD001616;CUST0793;12/04/2024;549000;Pekanbaru;Riau;26165;Kartu Kredit;delivered;;;JNE
ORD001617;CUST0632;06/01/2024;173666;Banjarmasin;Kalimantan Selatan;38793;Transfer Bank;delivered;FLASHSALE;25334;Anteraja
ORD001618;CUST0228;16/02/2024;677000;Malang;Jawa Timur;16086;GoPay;processing;;;J&T
ORD001619;CUST0170;06/10/2023;279000;Bekasi;Jawa Barat;10473;GoPay;shipped;;;J&T
ORD001620;CUST0697;28/02/2023;119000;Bandung;Jawa Barat;13215;GoPay;delivered;;;SiCepat
ORD001621;CUST0336;24/08/2024;25055;Jakarta;DKI Jakarta;10918;Transfer Bank;shipped;SALE2024;33945;SiCepat
ORD001622;CUST0047;16/03/2024;229000;Malang;Jawa Timur;17255;Kartu Kredit;processing;;;JNE
ORD001623;CUST0696;21/08/2024;547000;Medan;Sumatera Utara;29208;Transfer Bank;delivered;;;JNE
ORD001624;CUST0261;18/05/2024;105501;Banjarmasin;Kalimantan Selatan;32027;Kartu Kredit;delivered;MEMBER10;43499;JNE
ORD001625;CUST0508;19/06/2024;520065;Manado;Sulawesi Utara;37160;Transfer Bank;delivered;MEMBER10;28935;JNE
ORD001626;CUST0264;08/12/2023;707000;Banjarmasin;Kalimantan Selatan;39334;Transfer Bank;delivered;;;Anteraja
ORD001627;CUST0705;13/09/2023;763196;Semarang;Jawa Tengah;15987;Kartu Kredit;delivered;WEEKEND25;13804;SiCepat
ORD001628;CUST0786;09/08/2023;288000;Bogor;Jawa Barat;10054;OVO;delivered;;;JNE
ORD001629;CUST0547;21/10/2024;99000;Semarang;Jawa Tengah;14507;Transfer Bank;delivered;;;J&T
ORD001630;CUST0337;12/08/2023;399000;Balikpapan;Kalimantan Timur;37054;GoPay;delivered;;;J&T
ORD001631;CUST0536;05/06/2022;79000;Medan;Sumatera Utara;35609;OVO;delivered;;;JNE
ORD001632;CUST0528;08/10/2023;1565000;Bandung;Jawa Barat;12931;Transfer Bank;delivered;;;SiCepat
ORD001633;CUST0573;10/04/2024;75782;Bogor;Jawa Barat;10247;Transfer Bank;delivered;HARI BELANJA;23218;SiCepat
ORD001634;CUST0689;28/08/2024;1086000;Medan;Sumatera Utara;29513;Kartu Kredit;returned;;;JNE
ORD001635;CUST0345;08/08/2024;1347000;Denpasar;Bali;21541;Kartu Kredit;delivered;;;JNE
ORD001636;CUST0747;17/01/2024;1385000;Jakarta;DKI Jakarta;9201;Kartu Kredit;shipped;;;J&T
ORD001637;CUST0702;15/09/2024;118000;Manado;Sulawesi Utara;33119;OVO;delivered;;;Anteraja
ORD001638;CUST0316;02/02/2024;577527;Depok;Jawa Barat;11718;GoPay;delivered;HARI BELANJA;20473;SiCepat
ORD001639;CUST0563;05/09/2024;471502;Manado;Sulawesi Utara;33927;Transfer Bank;delivered;RAMADAN23;36498;J&T
ORD001640;CUST0027;04/05/2024;154943;Pontianak;Kalimantan Barat;33696;OVO;delivered;MEMBER10;24057;J&T
ORD001641;CUST0467;04/04/2024;598000;Jakarta;DKI Jakarta;9509;OVO;returned;;;JNE
ORD001642;CUST0278;01/01/2024;178000;Balikpapan;Kalimantan Timur;42029;Transfer Bank;processing;;;J&T
ORD001643;CUST0053;25/05/2024;118000;Malang;Jawa Timur;20297;QRIS;delivered;;;J&T
ORD001644;CUST0768;15/03/2024;787000;Denpasar;Bali;24237;QRIS;shipped;;;J&T
ORD001645;CUST0492;14/07/2024;1097000;Pekanbaru;Riau;27270;QRIS;delivered;;;Anteraja
ORD001646;CUST0250;03/02/2025;595218;Bekasi;Jawa Barat;10536;QRIS;shipped;FLASHSALE;22782;JNE
ORD001647;CUST0732;04/11/2023;339076;Bekasi;Jawa Barat;10838;OVO;delivered;MEMBER10;17924;Pos Indonesia
ORD001648;CUST0206;22/02/2025;897000;Bogor;Jawa Barat;14048;GoPay;delivered;;;SiCepat
ORD001649;CUST0590;04/02/2025;246000;Bandung;Jawa Barat;11744;OVO;delivered;;;J&T
ORD001650;CUST0623;07/02/2025;658000;Manado;Sulawesi Utara;42306;Transfer Bank;cancelled;;;J&T
ORD001651;CUST0148;08/05/2024;299000;Depok;Jawa Barat;10901;OVO;delivered;;;J&T
ORD001652;CUST0290;29/08/2023;229000;Palembang;Sumatera Selatan;32704;Transfer Bank;delivered;;;SiCepat
ORD001653;CUST0360;13/03/2022;349000;Palembang;Sumatera Selatan;26216;Transfer Bank;shipped;;;Pos Indonesia
ORD001654;CUST0057;14/12/2024;69000;Semarang;Jawa Tengah;15567;GoPay;delivered;;;SiCepat
ORD001655;CUST0668;19/07/2022;478000;Padang;Sumatera Barat;29487;Transfer Bank;delivered;;;Pos Indonesia
ORD001656;CUST0070;02/09/2023;98000;Padang;Sumatera Barat;27675;Transfer Bank;delivered;;;SiCepat
ORD001657;CUST0574;11/06/2023;785000;Makassar;Sulawesi Selatan;36697;Transfer Bank;delivered;;;J&T
ORD001658;CUST0037;16/09/2024;628000;Denpasar;Bali;24739;Transfer Bank;processing;;;J&T
ORD001659;CUST0326;05/10/2024;215196;Palembang;Sumatera Selatan;27138;GoPay;delivered;HARI BELANJA;33804;SiCepat
ORD001660;CUST0078;16/04/2024;59000;Denpasar;Bali;29633;GoPay;delivered;;;Pos Indonesia
ORD001661;CUST0343;22/01/2024;199000;Balikpapan;Kalimantan Timur;38069;GoPay;delivered;;;JNE
ORD001662;CUST0079;26/12/2023;728000;Bekasi;Jawa Barat;11033;Transfer Bank;delivered;;;SiCepat
ORD001663;CUST0003;23/09/2022;499000;Tangerang;Banten;13774;OVO;delivered;;;J&T
ORD001664;CUST0258;18/05/2023;59000;Yogyakarta;DI Yogyakarta;18307;OVO;shipped;;;JNE
ORD001665;CUST0616;01/12/2023;724724;Banjarmasin;Kalimantan Selatan;28296;GoPay;delivered;HARBOLNAS22;32276;J&T
ORD001666;CUST0035;04/12/2024;299000;Bogor;Jawa Barat;10395;GoPay;returned;;;SiCepat
ORD001667;CUST0606;06/11/2024;258809;Palembang;Sumatera Selatan;23122;Transfer Bank;shipped;MEMBER10;38191;J&T
ORD001668;CUST0459;05/05/2024;667000;Bekasi;Jawa Barat;10220;OVO;shipped;;;J&T
ORD001669;CUST0274;26/09/2024;321980;Manado;Sulawesi Utara;43308;OVO;delivered;RAMADAN23;27020;SiCepat
ORD001670;CUST0763;31/07/2023;98000;Surabaya;Jawa Timur;16058;OVO;cancelled;;;SiCepat
ORD001671;CUST0647;10/01/2022;588552;Pontianak;Kalimantan Barat;33658;Kartu Kredit;delivered;WEEKEND25;19448;Anteraja
ORD001672;CUST0742;29/10/2024;929743;Bandung;Jawa Barat;11066;Kartu Kredit;processing;NEWUSER;47257;JNE
ORD001673;CUST0373;16/06/2024;555048;Semarang;Jawa Tengah;16457;GoPay;delivered;HARBOLNAS22;43952;JNE
ORD001674;CUST0225;27/11/2023;548000;Makassar;Sulawesi Selatan;41064;OVO;delivered;;;J&T
ORD001675;CUST0382;06/04/2023;218000;Bandung;Jawa Barat;14898;GoPay;delivered;;;J&T
ORD001676;CUST0482;04/05/2023;312320;Bandung;Jawa Barat;14975;OVO;returned;SALE2024;43680;Pos Indonesia
ORD001677;CUST0019;16/08/2022;453005;Malang;Jawa Timur;21972;Transfer Bank;delivered;FLASHSALE;23995;JNE
ORD001678;CUST0285;10/11/2022;578000;Bekasi;Jawa Barat;9599;Transfer Bank;delivered;;;Anteraja
ORD001679;CUST0480;02/11/2024;363623;Bogor;Jawa Barat;13984;QRIS;delivered;NEWUSER;43377;J&T
ORD001680;CUST0257;28/08/2023;98000;Depok;Jawa Barat;12229;Transfer Bank;delivered;;;J&T
ORD001681;CUST0660;30/12/2023;119000;Pontianak;Kalimantan Barat;30183;GoPay;delivered;;;Anteraja
ORD001682;CUST0505;15/03/2023;42460;Pontianak;Kalimantan Barat;33932;GoPay;delivered;RAMADAN23;16540;JNE
ORD001683;CUST0289;02/07/2024;329299;Tangerang;Banten;12100;Transfer Bank;delivered;HARBOLNAS22;28701;SiCepat
ORD001684;CUST0474;21/12/2023;188351;Banjarmasin;Kalimantan Selatan;37631;Kartu Kredit;delivered;NEWUSER;48649;SiCepat
ORD001685;CUST0182;05/04/2024;89000;Bekasi;Jawa Barat;9447;Transfer Bank;returned;;;J&T
ORD001686;CUST0486;14/05/2024;587000;Yogyakarta;DI Yogyakarta;16646;OVO;delivered;;;SiCepat
ORD001687;CUST0081;11/10/2024;279000;Balikpapan;Kalimantan Timur;34760;Kartu Kredit;delivered;;;SiCepat
ORD001688;CUST0767;21/04/2023;249000;Palembang;Sumatera Selatan;32327;Transfer Bank;shipped;;;J&T
ORD001689;CUST0202;13/10/2024;499000;Tangerang;Banten;11392;Kartu Kredit;delivered;;;SiCepat
ORD001690;CUST0568;26/03/2024;287000;Makassar;Sulawesi Selatan;30333;Transfer Bank;shipped;;;JNE
ORD001691;CUST0611;11/03/2022;578000;Makassar;Sulawesi Selatan;38002;GoPay;delivered;;;JNE
ORD001692;CUST0687;22/01/2025;268000;Tangerang;Banten;9012;OVO;shipped;;;J&T
ORD001693;CUST0657;23/12/2023;311466;Padang;Sumatera Barat;30456;GoPay;shipped;FLASHSALE;17534;JNE
ORD001694;CUST0468;05/08/2022;89000;Surabaya;Jawa Timur;12523;Transfer Bank;delivered;;;Anteraja
ORD001695;CUST0475;22/08/2023;59000;Palembang;Sumatera Selatan;29279;Transfer Bank;cancelled;;;SiCepat
ORD001696;CUST0050;01/02/2023;129000;Padang;Sumatera Barat;34601;OVO;delivered;;;JNE
ORD001697;CUST0643;01/09/2023;307401;Bogor;Jawa Barat;10699;QRIS;returned;WEEKEND25;49599;J&T
ORD001698;CUST0782;09/11/2023;873712;Denpasar;Bali;21476;GoPay;processing;HARBOLNAS22;24288;JNE
ORD001699;CUST0158;13/04/2023;107900;Manado;Sulawesi Utara;38090;OVO;cancelled;HARBOLNAS22;41100;J&T
ORD001700;CUST0574;02/12/2024;377000;Padang;Sumatera Barat;26881;GoPay;delivered;;;J&T
ORD001701;CUST0074;03/07/2023;367000;Medan;Sumatera Utara;36430;OVO;shipped;;;SiCepat
ORD001702;CUST0452;10/12/2023;747000;Semarang;Jawa Tengah;16752;Kartu Kredit;delivered;;;J&T
ORD001703;CUST0064;13/04/2024;499000;Bekasi;Jawa Barat;9967;Kartu Kredit;delivered;;;SiCepat
ORD001704;CUST0759;28/01/2025;558000;Malang;Jawa Timur;21450;GoPay;delivered;;;SiCepat
ORD001705;CUST0488;21/11/2024;803130;Bogor;Jawa Barat;13404;GoPay;delivered;MEMBER10;43870;Anteraja
ORD001706;CUST0607;16/01/2024;238000;Bogor;Jawa Barat;11492;OVO;cancelled;;;J&T
ORD001707;CUST0490;05/11/2022;279000;Pontianak;Kalimantan Barat;31553;Kartu Kredit;processing;;;JNE
ORD001708;CUST0269;03/03/2023;349000;Tangerang;Banten;13464;Kartu Kredit;delivered;;;J&T
ORD001709;CUST0539;21/12/2023;89000;Balikpapan;Kalimantan Timur;31034;OVO;delivered;;;J&T
ORD001710;CUST0345;05/03/2024;581156;Denpasar;Bali;26039;GoPay;delivered;SALE2024;45844;J&T
ORD001711;CUST0797;20/03/2024;778000;Palembang;Sumatera Selatan;27846;QRIS;delivered;;;J&T
ORD001712;CUST0613;16/05/2024;599000;Bogor;Jawa Barat;14311;OVO;cancelled;;;J&T
ORD001713;CUST0155;04/04/2024;229000;Pekanbaru;Riau;24013;QRIS;cancelled;;;SiCepat
ORD001714;CUST0324;27/05/2023;207118;Tangerang;Banten;9209;OVO;delivered;WEEKEND25;41882;JNE
ORD001715;CUST0609;09/05/2023;408000;Bekasi;Jawa Barat;9650;OVO;delivered;;;SiCepat
ORD001716;CUST0398;30/04/2024;349000;Banjarmasin;Kalimantan Selatan;32920;Kartu Kredit;delivered;;;SiCepat
ORD001717;CUST0152;14/12/2023;449000;Yogyakarta;DI Yogyakarta;17112;Transfer Bank;cancelled;;;J&T
ORD001718;CUST0655;11/05/2023;508000;Bogor;Jawa Barat;11348;Transfer Bank;delivered;;;J&T
ORD001719;CUST0657;20/03/2024;828225;Padang;Sumatera Barat;29822;QRIS;delivered;RAMADAN23;38775;JNE
ORD001720;CUST0770;08/12/2023;358000;Makassar;Sulawesi Selatan;35977;Transfer Bank;delivered;;;J&T
ORD001721;CUST0610;29/06/2024;527000;Depok;Jawa Barat;11967;GoPay;delivered;;;SiCepat
ORD001722;CUST0400;08/07/2022;355735;Bekasi;Jawa Barat;10483;GoPay;delivered;NEWUSER;43265;J&T
ORD001723;CUST0281;12/08/2024;536000;Pontianak;Kalimantan Barat;41350;Transfer Bank;cancelled;;;SiCepat
ORD001724;CUST0227;27/03/2022;314111;Pekanbaru;Riau;32473;Kartu Kredit;cancelled;NEWUSER;34889;J&T
ORD001725;CUST0330;02/05/2024;249000;Semarang;Jawa Tengah;16647;Transfer Bank;delivered;;;J&T
ORD001726;CUST0481;07/03/2022;446048;Palembang;Sumatera Selatan;26046;QRIS;cancelled;FLASHSALE;40952;SiCepat
ORD001727;CUST0322;19/01/2025;928000;Banjarmasin;Kalimantan Selatan;41280;Transfer Bank;delivered;;;SiCepat
ORD001728;CUST0649;28/11/2023;416000;Semarang;Jawa Tengah;17747;Kartu Kredit;returned;;;J&T
ORD001729;CUST0448;01/07/2024;707000;Pekanbaru;Riau;32769;OVO;delivered;;;SiCepat
ORD001730;CUST0616;29/10/2023;492716;Jakarta;DKI Jakarta;10810;Transfer Bank;cancelled;MEMBER10;35284;SiCepat
ORD001731;CUST0244;10/10/2022;199000;Yogyakarta;DI Yogyakarta;19044;GoPay;delivered;;;JNE
ORD001732;CUST0743;06/02/2025;576000;Pekanbaru;Riau;32444;GoPay;delivered;;;Anteraja
ORD001733;CUST0312;23/06/2022;198000;Tangerang;Banten;10642;OVO;processing;;;J&T
ORD001734;CUST0380;24/08/2022;153956;Malang;Jawa Timur;14196;GoPay;processing;SALE2024;45044;Anteraja
ORD001735;CUST0110;08/09/2023;927000;Bogor;Jawa Barat;10230;Kartu Kredit;delivered;;;Anteraja
ORD001736;CUST0160;19/12/2022;698348;Pontianak;Kalimantan Barat;29383;Transfer Bank;delivered;WEEKEND25;46652;JNE
ORD001737;CUST0268;07/09/2024;413661;Bogor;Jawa Barat;14226;QRIS;delivered;HARI BELANJA;34339;JNE
ORD001738;CUST0359;26/08/2024;377000;Bekasi;Jawa Barat;11679;Transfer Bank;processing;;;J&T
ORD001739;CUST0301;23/06/2022;164421;Balikpapan;Kalimantan Timur;40665;OVO;delivered;MEMBER10;33579;JNE
ORD001740;CUST0484;17/01/2024;69000;Medan;Sumatera Utara;29720;QRIS;delivered;;;JNE
ORD001741;CUST0311;13/02/2024;599000;Semarang;Jawa Tengah;16284;OVO;delivered;;;SiCepat
ORD001742;CUST0448;10/11/2022;60473;Pekanbaru;Riau;26513;GoPay;shipped;SALE2024;18527;JNE
ORD001743;CUST0642;28/07/2023;308000;Pontianak;Kalimantan Barat;39170;Transfer Bank;shipped;;;J&T
ORD001744;CUST0666;30/01/2024;214578;Jakarta;DKI Jakarta;11229;OVO;delivered;FLASHSALE;43422;JNE
ORD001745;CUST0762;17/01/2022;526000;Balikpapan;Kalimantan Timur;33861;GoPay;processing;;;SiCepat
ORD001746;CUST0417;22/04/2023;446000;Medan;Sumatera Utara;37622;Transfer Bank;delivered;;;J&T
ORD001747;CUST0564;26/09/2024;229000;Bogor;Jawa Barat;14061;OVO;processing;;;JNE
ORD001748;CUST0053;15/09/2024;207000;Malang;Jawa Timur;18078;Kartu Kredit;returned;;;J&T
ORD001749;CUST0575;08/01/2022;262206;Balikpapan;Kalimantan Timur;34817;GoPay;delivered;MEMBER10;36794;JNE
ORD001750;CUST0395;15/02/2025;10727;Makassar;Sulawesi Selatan;32536;Kartu Kredit;delivered;SALE2024;48273;JNE
ORD001751;CUST0364;16/02/2025;135492;Padang;Sumatera Barat;24608;OVO;shipped;FLASHSALE;42508;SiCepat
ORD001752;CUST0097;29/01/2025;650754;Makassar;Sulawesi Selatan;36269;QRIS;processing;RAMADAN23;34246;JNE
ORD001753;CUST0190;31/05/2023;748000;Surabaya;Jawa Timur;17403;GoPay;shipped;;;J&T
ORD001754;CUST0118;27/12/2024;98000;Bekasi;Jawa Barat;9364;Transfer Bank;delivered;;;SiCepat
ORD001755;CUST0455;30/07/2023;449000;Pekanbaru;Riau;24699;GoPay;delivered;;;J&T
ORD001756;CUST0319;01/05/2023;259604;Bandung;Jawa Barat;13566;OVO;delivered;NEWUSER;19396;JNE
ORD001757;CUST0441;07/02/2024;259736;Manado;Sulawesi Utara;34013;Kartu Kredit;delivered;FLASHSALE;19264;JNE
ORD001758;CUST0493;13/06/2023;244531;Banjarmasin;Kalimantan Selatan;38463;Transfer Bank;cancelled;NEWUSER;23469;SiCepat
ORD001759;CUST0315;06/11/2022;249000;Bogor;Jawa Barat;11735;GoPay;cancelled;;;SiCepat
ORD001760;CUST0250;05/07/2023;158000;Pekanbaru;Riau;33812;GoPay;delivered;;;Anteraja
ORD001761;CUST0595;25/05/2024;778000;Surabaya;Jawa Timur;15656;OVO;delivered;;;JNE
ORD001762;CUST0207;21/06/2023;660299;Yogyakarta;DI Yogyakarta;19793;OVO;cancelled;WEEKEND25;37701;J&T
ORD001763;CUST0450;25/04/2024;404410;Bandung;Jawa Barat;11567;Transfer Bank;delivered;HARBOLNAS22;23590;SiCepat
ORD001764;CUST0568;07/04/2024;499000;Bekasi;Jawa Barat;11612;Kartu Kredit;shipped;;;Anteraja
ORD001765;CUST0554;08/03/2024;148000;Semarang;Jawa Tengah;16405;Transfer Bank;delivered;;;J&T
ORD001766;CUST0685;16/10/2024;1506000;Padang;Sumatera Barat;25544;GoPay;delivered;;;SiCepat
ORD001767;CUST0188;12/07/2023;977000;Padang;Sumatera Barat;30507;Transfer Bank;delivered;;;Anteraja
ORD001768;CUST0135;04/06/2022;798000;Makassar;Sulawesi Selatan;39015;QRIS;delivered;;;Pos Indonesia
ORD001769;CUST0346;05/07/2022;622813;Medan;Sumatera Utara;33673;Transfer Bank;delivered;HARI BELANJA;33187;Anteraja
ORD001770;CUST0189;17/07/2024;119000;Tangerang;Banten;12065;Transfer Bank;delivered;;;J&T
ORD001771;CUST0168;15/01/2022;573634;Pekanbaru;Riau;25210;Transfer Bank;shipped;HARBOLNAS22;32366;J&T
ORD001772;CUST0757;13/03/2024;304697;Pontianak;Kalimantan Barat;35903;Transfer Bank;delivered;HARI BELANJA;44303;SiCepat
ORD001773;CUST0734;20/09/2024;49000;Medan;Sumatera Utara;28785;Transfer Bank;delivered;;;JNE
ORD001774;CUST0213;15/10/2023;279000;Medan;Sumatera Utara;27861;QRIS;delivered;;;JNE
ORD001775;CUST0303;10/06/2023;278000;Surabaya;Jawa Timur;12698;GoPay;delivered;;;J&T
ORD001776;CUST0588;25/05/2023;279000;Jakarta;DKI Jakarta;9637;GoPay;delivered;;;J&T
ORD001777;CUST0375;27/05/2024;628510;Balikpapan;Kalimantan Timur;33997;GoPay;delivered;HARI BELANJA;19490;JNE
ORD001778;CUST0098;26/02/2024;119000;Bekasi;Jawa Barat;11970;QRIS;shipped;;;JNE
ORD001779;CUST0690;09/07/2023;898000;Padang;Sumatera Barat;24798;Transfer Bank;delivered;;;JNE
ORD001780;CUST0171;02/02/2025;145529;Pekanbaru;Riau;25392;Transfer Bank;delivered;SALE2024;22471;JNE
ORD001781;CUST0108;03/08/2022;316809;Yogyakarta;DI Yogyakarta;13991;OVO;delivered;RAMADAN23;49191;J&T
ORD001782;CUST0727;14/06/2022;399000;Semarang;Jawa Tengah;13906;OVO;delivered;;;J&T
ORD001783;CUST0245;04/05/2023;936000;Bogor;Jawa Barat;10230;Transfer Bank;delivered;;;Anteraja
ORD001784;CUST0761;10/03/2023;456339;Yogyakarta;DI Yogyakarta;14583;GoPay;delivered;RAMADAN23;42661;J&T
ORD001785;CUST0346;23/03/2023;468000;Medan;Sumatera Utara;36178;OVO;shipped;;;SiCepat
ORD001786;CUST0536;20/09/2024;129000;Medan;Sumatera Utara;31570;Kartu Kredit;delivered;;;JNE
ORD001787;CUST0096;24/03/2022;207000;Pontianak;Kalimantan Barat;30575;Transfer Bank;processing;;;J&T
ORD001788;CUST0077;15/01/2025;599000;Medan;Sumatera Utara;37141;GoPay;processing;;;SiCepat
ORD001789;CUST0329;21/06/2023;89000;Bekasi;Jawa Barat;11882;GoPay;processing;;;JNE
ORD001790;CUST0505;15/02/2023;447000;Pontianak;Kalimantan Barat;29708;Transfer Bank;cancelled;;;JNE
ORD001791;CUST0535;03/11/2024;98213;Banjarmasin;Kalimantan Selatan;28485;QRIS;returned;RAMADAN23;30787;J&T
ORD001792;CUST0298;24/07/2024;368146;Pontianak;Kalimantan Barat;35171;OVO;returned;SALE2024;29854;Anteraja
ORD001793;CUST0677;27/02/2024;898000;Surabaya;Jawa Timur;15875;GoPay;delivered;;;J&T
ORD001794;CUST0130;21/01/2023;1365000;Manado;Sulawesi Utara;36814;Transfer Bank;delivered;;;JNE
ORD001795;CUST0101;20/06/2024;273690;Semarang;Jawa Tengah;14286;QRIS;delivered;NEWUSER;25310;J&T
ORD001796;CUST0101;19/02/2025;64336;Semarang;Jawa Tengah;12078;GoPay;processing;RAMADAN23;24664;SiCepat
ORD001797;CUST0658;14/11/2024;883493;Banjarmasin;Kalimantan Selatan;40939;Transfer Bank;delivered;WEEKEND25;13507;SiCepat
ORD001798;CUST0115;08/09/2024;329000;Denpasar;Bali;21744;OVO;delivered;;;Anteraja
ORD001799;CUST0247;08/12/2023;129000;Yogyakarta;DI Yogyakarta;18360;Kartu Kredit;cancelled;;;J&T
ORD001800;CUST0515;27/03/2024;566000;Palembang;Sumatera Selatan;23253;OVO;processing;;;J&T
ORD001801;CUST0119;13/10/2024;279000;Makassar;Sulawesi Selatan;41411;GoPay;shipped;;;SiCepat
ORD001802;CUST0673;20/01/2025;539125;Makassar;Sulawesi Selatan;39347;Transfer Bank;delivered;SALE2024;28875;JNE
ORD001803;CUST0079;04/11/2023;518000;Pontianak;Kalimantan Barat;33674;Kartu Kredit;delivered;;;SiCepat
ORD001804;CUST0627;24/09/2022;599000;Balikpapan;Kalimantan Timur;30883;GoPay;processing;;;JNE
